post	hate_or_not_hate	implicit_or_explicit	implicit_class	extra_implicit_class_x	extra_implicit_class_y
There's always a Jew in the woods...	hate	implicit_hate	irony		
Barbie sold himself to Alama.	hate	implicit_hate	irony		
You want fries with your massive amnesty and depressed salary?	hate	implicit_hate	irony		
"Happy Day, Samuel #jacknazi: Holy #stpatrick #ireland #ryan"" #race together #8"	hate	implicit_hate	irony		
"Oh, and the group that kills children is also ""white. """	hate	implicit_hate	irony		
"Now, perhaps he can give up ""talking "" for all the people with the Spanish name?"	hate	implicit_hate	irony		
"When Ilam is simply ""the things white people love "" through...."	hate	implicit_hate	irony		
:: American diversity continues: Black teenagers kill a white girl for a bicycle	hate	implicit_hate	irony		
Believe it or not, I've heard a white woman turn into an ilam, who actually claims that Elam is a feminist religion.	hate	implicit_hate	irony		
You think those bars on the windows should keep all the whites out?	hate	implicit_hate	irony		
Remember, the gays who regret poor, less educated whites are always fine.	hate	implicit_hate	irony		
We, Redus, offer Lord Krishna's package to Muslims, give us three temples and leave the 39997 Masjids.	hate	implicit_hate	irony		
What place should we use to talk about people turning into Martians?	hate	implicit_hate	irony		
What's worse, a white beast or a black Jew?	hate	implicit_hate	irony		
..I heard you guys had #safe space for gay white feminist atheists #altrait.	hate	implicit_hate	irony		
God, those damn white devils get promoted below the recognition score just because they're race.	hate	implicit_hate	irony		
You just need a white man to explain it to you, if you vote for your first five white attacks, the poodle is free!	hate	implicit_hate	irony		
Of course, it's a racism written by a white man with a good character.	hate	implicit_hate	irony		
Of course, the most turco-white man I've ever seen, but race is a social structure, so msm should be right.	hate	implicit_hate	irony		
The police stopped to destroy the & targets that were aimed at them, giving them antipha.	hate	implicit_hate	irony		
I'm signing up for America's national socialist publication, a white worker, just $20 in one full year.	hate	implicit_hate	irony		
Whites must be racists, because Dem Poe Blacks can't be guilty.	hate	implicit_hate	irony		
Yes, I knew a Muslim when he was peaceful... so... it proves that Islam means peace #tcot	hate	implicit_hate	irony		
"She made it clear that this is the left - hand doctrine of 101, all white racists, even ""anti - racists. """	hate	implicit_hate	irony		
Black people seem to thrive only in white countries... how strange.	hate	implicit_hate	irony		
Aaron knows the Spanish and the mulattes are white.	hate	implicit_hate	irony		
Damn it, we whites deserve it because we were angry with some brown people a long time ago.	hate	implicit_hate	irony		
How about this: Muslims in the canadian jihad plot were obviously great guys, well-educated from respec...	hate	implicit_hate	irony		
Is Atlanta still considered a southern or a new congo?	hate	implicit_hate	irony		
So we have to mix races to ensure genetic diversity and healthy multiculturalism?	hate	implicit_hate	irony		
All these people are white, where is diversity?	hate	implicit_hate	irony		
== sync, corrected by elderman == @elder_man	hate	implicit_hate	irony		
Allah will judge between you, and the disbelievers will not be wrong-doers.	hate	implicit_hate	irony		
Send illegals with a $10,000 bus ticket and tell them that liberal Berkeley's easy... won ♪ They'll never be able to say ♪	hate	implicit_hate	irony		
How dare the people of European decency live in & bloom!! so unreasonable!	hate	implicit_hate	irony		
White European jihadists okay?	hate	implicit_hate	irony		
"Oh, your God, your God, the Mexicans are coming, the Mexicans are brown, go for your god, your god!"""	hate	implicit_hate	irony		
Black on white violence?	hate	implicit_hate	irony		
If you're white, you're responsible for the genocide.	hate	implicit_hate	irony		
You keep telling them how they're white soupers, and what do they have to give you back?	hate	implicit_hate	irony		
Are you saying Muslims are hornets?	hate	implicit_hate	irony		
""" I was going to save the white race, but then I saw a swastika. """	hate	implicit_hate	irony		
I can't wait to get into the tunnel and get out of Mexico!	hate	implicit_hate	irony		
An Islamist who wants to kill Jews who would think? #lam	hate	implicit_hate	irony		
That's because the whites won't burn the city when they don't get to it.	hate	implicit_hate	irony		
You must be an arithmetician; you add trouble, subtract pleasure, share attention, and multiply ignorance.	hate	implicit_hate	irony	inferiority	
If you have a family that is illegal and criminal...	hate	implicit_hate	irony		
Kenn will find and interview a transvestite in history who was unpleasant.	hate	implicit_hate	irony		
Women are intellectually inferior, in the owl bokhary 1:6:301. Don't you agree? You're ilamophobic.	hate	implicit_hate	irony	inferiority	
Yeah, Africa is not a developed land because of the whites.	hate	implicit_hate	irony		
Question for all: What is the legal difference between a man dressed in a dress and a transsexual?	hate	implicit_hate	irony	inferiority	
Like #California preparing illegal aliens for a driving test	hate	implicit_hate	irony		
The stem cells have precious immortal souls!	hate	implicit_hate	irony		
People with disabilities aren't sex, people in the bathroom!	hate	implicit_hate	irony		
Wow, that's diversity, so many colors and races, and they're all doctors and engineers, amazing!	hate	implicit_hate	irony		
I thought the whites were destroying the planet using these evil resources to make you think.	hate	implicit_hate	irony		
"Instead of the brain, his beard raised this standard for Muslims."""	hate	implicit_hate	irony	inferiority	
He went to the niggerum u to prevent him from obtaining a Ph.D. in social security and #obaphones.	hate	implicit_hate	irony	inferiority	
which will demand well-being for all American citizens in the third world, and	hate	implicit_hate	irony		
The Indians were the first immigration movement, even they had laws and consequences if you violated them?	hate	implicit_hate	irony		
Even if I told him he wouldn't listen because he's pretty smart, actually.	hate	implicit_hate	irony		
Same thing with Buddha, he thinks he's so tall and strong, um-mm-mm-m-m-m-m-m-b-b-b-b-b-b-b-dah!	hate	implicit_hate	irony		
It would be great-- it's just too bad our new Sheriff destroyed the tent city-- that would be a great place for their new residence permit.	hate	implicit_hate	irony	inferiority	
It's like saying black people can't be smart, educated and well-informed.	hate	implicit_hate	irony		
It's mexifornia, hemp-field land and socialist anti-nationals and pro-illegals.	hate	implicit_hate	irony		
It's better to be illegal in America, and then black, at least they're free.	hate	implicit_hate	irony		
Bless her heart when she joined the antife, supervisor.	hate	implicit_hate	irony		
Don't worry, we have strict immigration laws like Japanese sending them all here with our open door.	hate	implicit_hate	irony		
Why can't Mexicans use all this Mexican inventiveness to fix their country?	hate	implicit_hate	irony		
This man is a hero and a legend that he led a flamethrower to a riot, a hood is a truly developed civilization.	hate	implicit_hate	irony		
Logically, all of these cities must be utopia, because an evil white man has left.	hate	implicit_hate	irony		
